Anio;Fecha;Hora;Ronda;Estadio;Ciudad;Pais;EquipoLocal;golLocal;EquipoVisita;golVisita;Asistencia
1970;10/06/1970;16:00;Group 3;Jalisco;Guadalajara ;Mexico;Brazil;3;Romania;2;1703
1970;10/06/1970;16:00;Group 1;Estadio Azteca;Mexico City ;Mexico;Soviet Union;2;El Salvador;0;32583
1970;11/06/1970;16:00;Group 2;Luis Dosal;Toluca ;Mexico;Italy;0;Israel;0;4706
1970;11/06/1970;16:00;Group 4;Nou Camp - Estadio León;Leon ;Mexico;Bulgaria;1;Morocco;1;38173
1970;11/06/1970;16:00;Group 3;Jalisco;Guadalajara ;Mexico;England;1;Czechoslovakia;0;28074
1970;11/06/1970;16:00;Group 1;Estadio Azteca;Mexico City ;Mexico;Mexico;1;Belgium;0;18968
1970;14/06/1970;12:00;Quarter-finals;Luis Dosal;Toluca ;Mexico;Italy;4;Mexico;1;36141
1970;14/06/1970;12:00;Quarter-finals;Nou Camp - Estadio León;Leon ;Mexico;Germany FR;3;England;2;36240
1970;14/06/1970;12:00;Quarter-finals;Jalisco;Guadalajara ;Mexico;Brazil;4;Peru;2;39324
1970;14/06/1970;12:00;Quarter-finals;Estadio Azteca;Mexico City ;Mexico;Uruguay;1;Soviet Union;0;26886
1970;17/06/1970;16:00;Semi-finals;Jalisco;Guadalajara ;Mexico;Brazil;3;Uruguay;1;37435
1970;17/06/1970;16:00;Semi-finals;Estadio Azteca;Mexico City ;Mexico;Italy;4;Germany FR;3;23238
1970;20/06/1970;16:00;Match for third place;Estadio Azteca;Mexico City ;Mexico;Germany FR;1;Uruguay;0;35345
1970;21/06/1970;12:00;Final;Estadio Azteca;Mexico City ;Mexico;Brazil;4;Italy;1;44263
1974;13/06/1974;17:00;Group 2;Waldstadion;Frankfurt/Main ;Germany;Brazil;0;Yugoslavia;0;13619
1974;14/06/1974;16:00;Group 1;Olympiastadion;Berlin West ;Germany;Germany FR;1;Chile;0;23475
1974;14/06/1974;19:30;Group 1;Volksparkstadion;Hamburg ;Germany;German DR;2;Australia;0;15345
1974;14/06/1974;19:30;Group 2;Westfalenstadion;Dortmund ;Germany;Zaire;0;Scotland;2;47938
1974;15/06/1974;16:00;Group 3;Niedersachsenstadion;Hanover ;Germany;Uruguay;0;Netherlands;2;13288
1974;15/06/1974;16:00;Group 3;Rheinstadion;Dusseldorf ;Germany;Sweden;0;Bulgaria;0;15601
1974;15/06/1974;18:00;Group 4;Olympiastadion;Munich ;Germany;Italy;3;Haiti;1;47171
1974;15/06/1974;18:00;Group 4;Neckarstadion;Stuttgart ;Germany;Poland;3;Argentina;2;19931
1974;18/06/1974;16:00;Group 1;Volksparkstadion;Hamburg ;Germany;Australia;0;Germany FR;3;27161
1974;18/06/1974;19:30;Group 2;Waldstadion;Frankfurt/Main ;Germany;Scotland;0;Brazil;0;25262
1974;18/06/1974;19:30;Group 1;Olympiastadion;Berlin West ;Germany;Chile;1;German DR;1;20807
1974;18/06/1974;19:30;Group 2;Parkstadion;Gelsenkirchen ;Germany;Yugoslavia;9;Zaire;0;22794
1974;19/06/1974;19:30;Group 3;Westfalenstadion;Dortmund ;Germany;Netherlands;0;Sweden;0;1431
1974;19/06/1974;19:30;Group 3;Niedersachsenstadion;Hanover ;Germany;Bulgaria;1;Uruguay;1;8379
1974;19/06/1974;19:30;Group 4;Olympiastadion;Munich ;Germany;Haiti;0;Poland;7;14548
1974;19/06/1974;19:30;Group 4;Neckarstadion;Stuttgart ;Germany;Argentina;1;Italy;1;11532
1974;22/06/1974;16:00;Group 2;Waldstadion;Frankfurt/Main ;Germany;Scotland;1;Yugoslavia;1;36636
1974;22/06/1974;16:00;Group 1;Olympiastadion;Berlin West ;Germany;Australia;0;Chile;0;9421
1974;22/06/1974;16:00;Group 2;Parkstadion;Gelsenkirchen ;Germany;Zaire;0;Brazil;3;35860
1974;22/06/1974;19:30;Group 1;Volksparkstadion;Hamburg ;Germany;German DR;1;Germany FR;0;10799
1974;23/06/1974;16:00;Group 3;Westfalenstadion;Dortmund ;Germany;Bulgaria;1;Netherlands;4;1193
1974;23/06/1974;16:00;Group 4;Olympiastadion;Munich ;Germany;Argentina;4;Haiti;1;49304
1974;23/06/1974;16:00;Group 3;Rheinstadion;Dusseldorf ;Germany;Sweden;3;Uruguay;0;2916
1974;23/06/1974;16:00;Group 4;Neckarstadion;Stuttgart ;Germany;Poland;2;Italy;1;40500
1974;26/06/1974;16:00;Group B;Rheinstadion;Dusseldorf ;Germany;Yugoslavia;0;Germany FR;2;39902
1974;26/06/1974;19:30;Group A;Niedersachsenstadion;Hanover ;Germany;Brazil;1;German DR;0;7320
1974;26/06/1974;19:30;Group A;Parkstadion;Gelsenkirchen ;Germany;Netherlands;4;Argentina;0;21547
1974;26/06/1974;19:30;Group B;Neckarstadion;Stuttgart ;Germany;Sweden;0;Poland;1;42068
1974;30/06/1974;16:00;Group A;Niedersachsenstadion;Hanover ;Germany;Argentina;1;Brazil;2;39665
1974;30/06/1974;16:00;Group B;Waldstadion;Frankfurt/Main ;Germany;Poland;2;Yugoslavia;1;25323
1974;30/06/1974;16:00;Group A;Parkstadion;Gelsenkirchen ;Germany;German DR;0;Netherlands;2;6422
1974;30/06/1974;19:30;Group B;Rheinstadion;Dusseldorf ;Germany;Germany FR;4;Sweden;2;42723
1974;3/07/1974;17:00;Group B;Waldstadion;Frankfurt/Main ;Germany;Poland;0;Germany FR;1;49987
1974;3/07/1974;19:30;Group A;Westfalenstadion;Dortmund ;Germany;Netherlands;2;Brazil;0;15475
1974;3/07/1974;19:30;Group A;Parkstadion;Gelsenkirchen ;Germany;Argentina;1;German DR;1;38333
1974;3/07/1974;19:30;Group B;Rheinstadion;Dusseldorf ;Germany;Sweden;2;Yugoslavia;1;39247
1974;6/07/1974;16:00;Match for third place;Olympiastadion;Munich ;Germany;Brazil;0;Poland;1;41164
1974;7/07/1974;16:00;Final;Olympiastadion;Munich ;Germany;Netherlands;1;Germany FR;2;29254
1978;1/06/1978;15:00;Group 2;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Germany FR;0;Poland;0;20152
1978;2/06/1978;13:45;Group 1;Estadio José María Minella;Mar Del Plata ;Argentina;Italy;2;France;1;44427
1978;2/06/1978;16:45;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Tunisia;3;Mexico;1;8463
1978;2/06/1978;19:15;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;2;Hungary;1;19230
1978;3/06/1978;13:45;Group 3;Estadio José María Minella;Mar Del Plata ;Argentina;Sweden;1;Brazil;1;44438
1978;3/06/1978;13:45;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Austria;2;Spain;1;42155
1978;3/06/1978;16:45;Group 4;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Peru;3;Scotland;1;44230
1978;3/06/1978;16:45;Group 4;San Martin;Mendoza ;Argentina;Netherlands;3;IR Iran;0;33628
1978;6/06/1978;13:45;Group 1;Estadio José María Minella;Mar Del Plata ;Argentina;Italy;3;Hungary;1;49686
1978;6/06/1978;16:45;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Poland;1;Tunisia;0;30528
1978;6/06/1978;16:45;Group 2;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Germany FR;6;Mexico;0;31198
1978;6/06/1978;19:15;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;2;France;1;21489
1978;7/06/1978;13:45;Group 3;Estadio José María Minella;Mar Del Plata ;Argentina;Brazil;0;Spain;0;12418
1978;7/06/1978;13:45;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Austria;1;Sweden;0;22147
1978;7/06/1978;16:45;Group 4;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Scotland;1;IR Iran;1;22579
1978;7/06/1978;16:45;Group 4;San Martin;Mendoza ;Argentina;Netherlands;0;Peru;0;22621
1978;10/06/1978;15:10;Group 1;Estadio José María Minella;Mar Del Plata ;Argentina;France;3;Hungary;1;9689
1978;10/06/1978;16:45;Group 2;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Poland;3;Mexico;1;43924
1978;10/06/1978;16:45;Group 2;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Germany FR;0;Tunisia;0;24776
1978;10/06/1978;19:15;Group 1;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Italy;1;Argentina;0;26347
1978;11/06/1978;13:45;Group 3;Estadio José María Minella;Mar Del Plata ;Argentina;Brazil;1;Austria;0;28519
1978;11/06/1978;13:45;Group 3;Jose Amalfitani;Buenos Aires ;Argentina;Spain;1;Sweden;0;40627
1978;11/06/1978;16:45;Group 4;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Peru;4;Iran;1;16198
1978;11/06/1978;16:45;Group 4;San Martin;Mendoza ;Argentina;Scotland;3;Netherlands;2;12288
1978;14/06/1978;13:45;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Germany FR;0;Italy;0;11719
1978;14/06/1978;13:45;Group A;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Netherlands;5;Austria;1;43492
1978;14/06/1978;16:45;Group B;San Martin;Mendoza ;Argentina;Brazil;3;Peru;0;13733
1978;14/06/1978;19:15;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;2;Poland;0;23661
1978;18/06/1978;13:45;Group B;San Martin;Mendoza ;Argentina;Poland;1;Peru;0;11013
1978;18/06/1978;16:45;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Italy;1;Austria;0;41851
1978;18/06/1978;16:45;Group A;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Germany FR;2;Netherlands;2;49736
1978;18/06/1978;19:15;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;0;Brazil;0;18747
1978;21/06/1978;13:45;Group A;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Netherlands;2;Italy;1;43429
1978;21/06/1978;13:45;Group A;Estadio Olímpico Chateau Carreras;Cordoba ;Argentina;Austria;3;Germany FR;2;4843
1978;21/06/1978;16:45;Group B;San Martin;Mendoza ;Argentina;Brazil;3;Poland;1;26993
1978;21/06/1978;19:15;Group B;Arroyito - Estadio Dr. Lisandro de la Torre;Rosario ;Argentina;Argentina;6;Peru;0;12835
1978;24/06/1978;15:00;Match for third place;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Brazil;2;Italy;1;40883
1978;25/06/1978;15:00;Final;El Monumental - Estadio Monumental Antonio Vespuci;Buenos Aires ;Argentina;Argentina;3;Netherlands;1;26748
1982;13/06/1982;20:00;Group 3;Camp Nou;Barcelona ;Spain;Argentina;0;Belgium;1;46807
1982;14/06/1982;17:15;Group 1;Estadio Municipal de Balaidos;Vigo ;Spain;Italy;0;Poland;0;9926
1982;14/06/1982;21:00;Group 6;Ramon Sanchez Pizjuan;Seville ;Spain;Brazil;2;Soviet Union;1;15290
1982;15/06/1982;17:15;Group 1;Riazor;La Coruña ;Spain;Peru;0;Cameroon;0;46283
1982;15/06/1982;21:00;Group 3;Nuevo Estadio;Elche ;Spain;Hungary;10;El Salvador;1;21373
1982;15/06/1982;21:00;Group 6;La Rosaleda;Malaga ;Spain;Scotland;5;New Zealand;2;7571
1982;16/06/1982;17:15;Group 2;El Molinon;Gijon ;Spain;Germany FR;1;Algeria;2;29529
1982;16/06/1982;17:15;Group 4;San Mames;Bilbao ;Spain;England;3;France;1;30199
1982;16/06/1982;21:00;Group 5;Luis Casanova;Valencia ;Spain;Spain;1;Honduras;1;29729
1982;17/06/1982;17:15;Group 2;Carlos Tartiere;Oviedo ;Spain;Chile;0;Austria;1;4693
1982;17/06/1982;17:45;Group 4;Jose Zorrilla;Valladolid ;Spain;Czechoslovakia;1;Kuwait;1;28414
1982;17/06/1982;21:00;Group 5;La Romareda;Zaragoza ;Spain;Yugoslavia;0;Northern Ireland;0;38507
1982;18/06/1982;17:15;Group 1;Estadio Municipal de Balaidos;Vigo ;Spain;Italy;1;Peru;1;44467
1982;18/06/1982;21:00;Group 3;Jose Rico Perez;Alicante ;Spain;Argentina;4;Hungary;1;40520
1982;18/06/1982;21:00;Group 6;Benito Villamarin;Seville ;Spain;Brazil;4;Scotland;1;22941
1982;19/06/1982;19:15;Group 1;Riazor;La Coruña ;Spain;Poland;0;Cameroon;0;2972
1982;19/06/1982;21:00;Group 3;Nuevo Estadio;Elche ;Spain;Belgium;1;El Salvador;0;37972
1982;19/06/1982;21:00;Group 6;La Rosaleda;Malaga ;Spain;Soviet Union;3;New Zealand;0;28855
1982;20/06/1982;17:15;Group 2;El Molinon;Gijon ;Spain;Germany FR;4;Chile;1;43783
1982;20/06/1982;17:15;Group 4;San Mames;Bilbao ;Spain;England;2;Czechoslovakia;0;19940
1982;20/06/1982;21:00;Group 5;Luis Casanova;Valencia ;Spain;Spain;2;Yugoslavia;1;11629
1982;21/06/1982;17:15;Group 2;Carlos Tartiere;Oviedo ;Spain;Algeria;0;Austria;2;3951
1982;21/06/1982;17:15;Group 4;Jose Zorrilla;Valladolid ;Spain;France;4;Kuwait;1;17678
1982;21/06/1982;21:00;Group 5;La Romareda;Zaragoza ;Spain;Honduras;1;Northern Ireland;1;42958
1982;22/06/1982;17:15;Group 1;Riazor;La Coruña ;Spain;Poland;5;Peru;1;19633
1982;22/06/1982;21:00;Group 3;Nuevo Estadio;Elche ;Spain;Belgium;1;Hungary;1;45467
1982;22/06/1982;21:00;Group 6;La Rosaleda;Malaga ;Spain;Soviet Union;2;Scotland;2;16446
1982;23/06/1982;17:15;Group 1;Estadio Municipal de Balaidos;Vigo ;Spain;Italy;1;Cameroon;1;1300
1982;23/06/1982;21:00;Group 3;Jose Rico Perez;Alicante ;Spain;Argentina;2;El Salvador;0;8220
1982;23/06/1982;21:00;Group 6;Benito Villamarin;Seville ;Spain;Brazil;4;New Zealand;0;28453
1982;24/06/1982;17:15;Group 2;Carlos Tartiere;Oviedo ;Spain;Algeria;3;Chile;2;10343
1982;24/06/1982;17:15;Group 4;Jose Zorrilla;Valladolid ;Spain;France;1;Czechoslovakia;1;14748
1982;24/06/1982;21:00;Group 5;La Romareda;Zaragoza ;Spain;Honduras;0;Yugoslavia;1;14873
1982;25/06/1982;17:15;Group 2;El Molinon;Gijon ;Spain;Germany FR;1;Austria;0;8523
1982;25/06/1982;17:15;Group 4;San Mames;Bilbao ;Spain;England;1;Kuwait;0;7766
1982;25/06/1982;21:00;Group 5;Luis Casanova;Valencia ;Spain;Northern Ireland;1;Spain;0;28899
1982;28/06/1982;17:15;Group 4;Vicente Calderon;Madrid ;Spain;Austria;0;France;1;49041
1982;28/06/1982;21:00;Group 1;Camp Nou;Barcelona ;Spain;Poland;3;Belgium;0;10971
1982;29/06/1982;17:15;Group 3;Sarria;Barcelona ;Spain;Italy;2;Argentina;1;18119
1982;29/06/1982;21:00;Group 2;Santiago Bernabeu;Madrid ;Spain;Germany FR;0;England;0;26650
1982;1/07/1982;17:15;Group 4;Vicente Calderon;Madrid ;Spain;Austria;2;Northern Ireland;2;39413
1982;1/07/1982;21:00;Group 1;Camp Nou;Barcelona ;Spain;Belgium;0;Soviet Union;1;30871
1982;2/07/1982;17:15;Group 3;Sarria;Barcelona ;Spain;Argentina;1;Brazil;3;25563
1982;2/07/1982;21:00;Group 2;Santiago Bernabeu;Madrid ;Spain;Germany FR;2;Spain;1;1260
1982;4/07/1982;17:15;Group 4;Vicente Calderon;Madrid ;Spain;France;4;Northern Ireland;1;6805
1982;4/07/1982;21:00;Group 1;Camp Nou;Barcelona ;Spain;Poland;0;Soviet Union;0;31265
1982;5/07/1982;17:15;Group 3;Sarria;Barcelona ;Spain;Italy;3;Brazil;2;27862
1982;5/07/1982;21:00;Group 2;Santiago Bernabeu;Madrid ;Spain;Spain;0;England;0;49017
1982;8/07/1982;17:15;Semi-finals;Camp Nou;Barcelona ;Spain;Poland;0;Italy;2;47169
1982;8/07/1982;21:00;Semi-finals;Ramon Sanchez Pizjuan;Seville ;Spain;Germany FR;3;France;3;33228
1982;10/07/1982;20:00;Match for third place;Jose Rico Perez;Alicante ;Spain;Poland;3;France;2;38117
1982;11/07/1982;20:00;Final;Santiago Bernabeu;Madrid ;Spain;Italy;3;Germany FR;1;9820
1986;31/05/1986;12:00;Group A;Estadio Azteca;Mexico City ;Mexico;Bulgaria;1;Italy;1;17494
1986;1/06/1986;16:00;Group C;Nou Camp - Estadio León;Leon ;Mexico;Canada;0;France;1;6272
1986;1/06/1986;12:00;Group D;Jalisco;Guadalajara ;Mexico;Spain;0;Brazil;1;7714
1986;2/06/1986;12:00;Group C;Estadio Irapuato;Irapuato ;Mexico;Soviet Union;6;Hungary;0;32048
1986;2/06/1986;12:00;Group A;Estadio Olímpico Universitario;Mexico City ;Mexico;Argentina;3;Korea Republic;1;4558
1986;2/06/1986;16:00;Group F;Estadio Universitario;Monterrey ;Mexico;Morocco;0;Poland;0;20541
1986;3/06/1986;12:00;Group D;Tres de Marzo;Guadalajara ;Mexico;Algeria;1;Northern Ireland;1;12882
1986;3/06/1986;12:00;Group B;Estadio Azteca;Mexico City ;Mexico;Belgium;1;Mexico;2;30946
1986;3/06/1986;16:00;Group F;Tecnologico;Monterrey ;Mexico;Portugal;1;England;0;49703
1986;4/06/1986;12:00;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Paraguay;1;Iraq;0;40969
1986;4/06/1986;16:00;Group E;Neza;Nezahualcoyotl ;Mexico;Scotland;0;Denmark;1;41707
1986;4/06/1986;12:00;Group E;Estadio Corregidora;Queretaro ;Mexico;Uruguay;1;Germany FR;1;1970
1986;5/06/1986;12:00;Group A;Cuauhtemoc;Puebla ;Mexico;Italy;1;Argentina;1;27464
1986;5/06/1986;12:00;Group C;Nou Camp - Estadio León;Leon ;Mexico;France;1;Soviet Union;1;27150
1986;5/06/1986;16:00;Group A;Estadio Olímpico Universitario;Mexico City ;Mexico;Korea Republic;1;Bulgaria;1;31815
1986;6/06/1986;12:00;Group C;Estadio Irapuato;Irapuato ;Mexico;Hungary;2;Canada;0;35336
1986;6/06/1986;12:00;Group D;Jalisco;Guadalajara ;Mexico;Brazil;1;Algeria;0;40558
1986;6/06/1986;16:00;Group F;Tecnologico;Monterrey ;Mexico;England;0;Morocco;0;33798
1986;7/06/1986;12:00;Group D;Tres de Marzo;Guadalajara ;Mexico;Northern Ireland;1;Spain;2;41345
1986;7/06/1986;12:00;Group B;Estadio Azteca;Mexico City ;Mexico;Mexico;1;Paraguay;1;29212
1986;7/06/1986;16:00;Group F;Estadio Universitario;Monterrey ;Mexico;Poland;1;Portugal;0;16333
1986;8/06/1986;12:00;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Iraq;1;Belgium;2;22322
1986;8/06/1986;16:00;Group E;Neza;Nezahualcoyotl ;Mexico;Denmark;6;Uruguay;1;32750
1986;8/06/1986;12:00;Group E;Estadio Corregidora;Queretaro ;Mexico;Germany FR;2;Scotland;1;2416
1986;9/06/1986;12:00;Group C;Nou Camp - Estadio León;Leon ;Mexico;Hungary;0;France;3;17648
1986;9/06/1986;12:00;Group C;Estadio Irapuato;Irapuato ;Mexico;Soviet Union;2;Canada;0;43044
1986;10/06/1986;12:00;Group A;Cuauhtemoc;Puebla ;Mexico;Korea Republic;2;Italy;3;35033
1986;10/06/1986;12:00;Group A;Estadio Olímpico Universitario;Mexico City ;Mexico;Argentina;2;Bulgaria;0;21900
1986;11/06/1986;12:00;Group B;Bombonera - Estadio Nemesio Diez;Toluca ;Mexico;Paraguay;2;Belgium;2;8696
1986;11/06/1986;12:00;Group B;Estadio Azteca;Mexico City ;Mexico;Iraq;0;Mexico;1;16581
1986;11/06/1986;16:00;Group F;Tres de Marzo;Guadalajara ;Mexico;Portugal;1;Morocco;3;17123
1986;11/06/1986;16:00;Group F;Tecnologico;Monterrey ;Mexico;England;3;Poland;0;49009
1986;12/06/1986;12:00;Group D;Jalisco;Guadalajara ;Mexico;Northern Ireland;0;Brazil;3;3123
1986;12/06/1986;12:00;Group D;Tecnologico;Monterrey ;Mexico;Algeria;0;Spain;3;18758
1986;13/06/1986;12:00;Group E;Neza;Nezahualcoyotl ;Mexico;Scotland;0;Uruguay;0;40532
1986;13/06/1986;12:00;Group E;Estadio Corregidora;Queretaro ;Mexico;Denmark;2;Germany FR;0;6170
1986;15/06/1986;16:00;Round of 16;Nou Camp - Estadio León;Leon ;Mexico;Soviet Union;3;Belgium;4;32196
1986;15/06/1986;12:00;Round of 16;Estadio Azteca;Mexico City ;Mexico;Mexico;2;Bulgaria;0;46163
1986;16/06/1986;16:00;Round of 16;Cuauhtemoc;Puebla ;Mexico;Argentina;1;Uruguay;0;9704
1986;16/06/1986;12:00;Round of 16;Jalisco;Guadalajara ;Mexico;Brazil;4;Poland;0;12599
1986;17/06/1986;12:00;Round of 16;Estadio Olímpico Universitario;Mexico City ;Mexico;Italy;0;France;2;28996
1986;17/06/1986;16:00;Round of 16;Estadio Universitario;Monterrey ;Mexico;Morocco;0;Germany FR;1;11683
1986;18/06/1986;12:00;Round of 16;Estadio Azteca;Mexico City ;Mexico;England;3;Paraguay;0;4691
1986;18/06/1986;16:00;Round of 16;Estadio Corregidora;Queretaro ;Mexico;Denmark;1;Spain;5;33066
1986;21/06/1986;12:00;Quarter-finals;Jalisco;Guadalajara ;Mexico;Brazil;1;France;1;41070
1986;21/06/1986;16:00;Quarter-finals;Estadio Universitario;Monterrey ;Mexico;Germany FR;0;Mexico;0;6486
1986;22/06/1986;16:00;Quarter-finals;Cuauhtemoc;Puebla ;Mexico;Spain;1;Belgium;1;45209
1986;22/06/1986;12:00;Quarter-finals;Estadio Azteca;Mexico City ;Mexico;Argentina;2;England;1;8410
1986;25/06/1986;12:00;Semi-finals;Jalisco;Guadalajara ;Mexico;France;0;Germany FR;2;26618
1986;25/06/1986;16:00;Semi-finals;Estadio Azteca;Mexico City ;Mexico;Argentina;2;Belgium;0;35567
1986;28/06/1986;12:00;Match for third place;Cuauhtemoc;Puebla ;Mexico;France;4;Belgium;2;23825
1986;29/06/1986;12:00;Final;Estadio Azteca;Mexico City ;Mexico;Argentina;3;Germany FR;2;34505
1990;8/06/1990;18:00;Group B;Giuseppe Meazza;Milan ;Italy;Argentina;0;Cameroon;1;17042
1990;9/06/1990;17:00;Group B;Stadio San Nicola;Bari ;Italy;Soviet Union;0;Romania;2;12297
1990;9/06/1990;17:00;Group D;Renato Dall Ara;Bologna ;Italy;United Arab Emirates;0;Colombia;2;38042
1990;9/06/1990;21:00;Group A;Stadio Olimpico;Rome ;Italy;Italy;1;Austria;0;48426
1990;10/06/1990;17:00;Group A;Comunale;Florence ;Italy;USA;1;Czechoslovakia;5;25676
1990;10/06/1990;21:00;Group C;Stadio delle Alpi;Turin ;Italy;Brazil;2;Sweden;1;31775
1990;10/06/1990;21:00;Group D;Giuseppe Meazza;Milan ;Italy;Germany FR;4;Yugoslavia;1;17637
1990;11/06/1990;17:00;Group C;Luigi Ferraris;Genoa ;Italy;Costa Rica;1;Scotland;0;1063
1990;11/06/1990;21:00;Group F;Sant Elia;Cagliari ;Italy;England;1;Republic of Ireland;1;41919
1990;12/06/1990;17:00;Group E;Marc Antonio Bentegodi;Verona ;Italy;Belgium;2;Korea Republic;0;40521
1990;12/06/1990;21:00;Group F;Della Favorita;Palermo ;Italy;Netherlands;1;Egypt;1;47393
1990;13/06/1990;17:00;Group E;Dacia Arena;Udine ;Italy;Uruguay;0;Spain;0;33850
1990;13/06/1990;21:00;Group B;San Paolo;Naples ;Italy;Argentina;2;Soviet Union;0;12141
1990;14/06/1990;17:00;Group B;Stadio San Nicola;Bari ;Italy;Cameroon;2;Romania;1;42488
1990;14/06/1990;17:00;Group D;Renato Dall Ara;Bologna ;Italy;Yugoslavia;1;Colombia;0;39776
1990;14/06/1990;21:00;Group A;Stadio Olimpico;Rome ;Italy;Italy;1;USA;0;46006
1990;15/06/1990;17:00;Group A;Comunale;Florence ;Italy;Austria;0;Czechoslovakia;1;25120
1990;15/06/1990;21:00;Group D;Giuseppe Meazza;Milan ;Italy;Germany FR;5;United Arab Emirates;1;47066
1990;16/06/1990;17:00;Group C;Stadio delle Alpi;Turin ;Italy;Brazil;1;Costa Rica;0;42998
1990;16/06/1990;21:00;Group C;Luigi Ferraris;Genoa ;Italy;Sweden;1;Scotland;2;29377
1990;16/06/1990;21:00;Group F;Sant Elia;Cagliari ;Italy;England;0;Netherlands;0;14357
1990;17/06/1990;17:00;Group F;Della Favorita;Palermo ;Italy;Republic of Ireland;0;Egypt;0;32864
