Anio;Fecha;Hora;Ronda;Estadio;Ciudad;Pais;EquipoLocal;golLocal;EquipoVisita;golVisita;Asistencia
1990;17/06/1990;21:00;Group E;Dacia Arena;Udine ;Italy;Korea Republic;1;Spain;3;8169
1990;17/06/1990;21:00;Group E;Marc Antonio Bentegodi;Verona ;Italy;Belgium;3;Uruguay;1;37461
1990;18/06/1990;21:00;Group B;San Paolo;Naples ;Italy;Argentina;1;Romania;1;18039
1990;18/06/1990;21:00;Group B;Stadio San Nicola;Bari ;Italy;Cameroon;0;Soviet Union;4;41042
1990;19/06/1990;17:00;Group D;Giuseppe Meazza;Milan ;Italy;Germany FR;1;Colombia;1;25801
1990;19/06/1990;17:00;Group D;Renato Dall Ara;Bologna ;Italy;Yugoslavia;4;United Arab Emirates;1;4415
1990;19/06/1990;21:00;Group A;Stadio Olimpico;Rome ;Italy;Italy;2;Czechoslovakia;0;42577
1990;19/06/1990;21:00;Group A;Comunale;Florence ;Italy;Austria;2;USA;1;19713
1990;20/06/1990;21:00;Group C;Stadio delle Alpi;Turin ;Italy;Brazil;1;Scotland;0;24514
1990;20/06/1990;21:00;Group C;Luigi Ferraris;Genoa ;Italy;Sweden;1;Costa Rica;2;44192
1990;21/06/1990;17:00;Group E;Friuli;Udine ;Italy;Korea Republic;0;Uruguay;1;9461
1990;21/06/1990;17:00;Group E;Marc Antonio Bentegodi;Verona ;Italy;Belgium;1;Spain;2;3348
1990;21/06/1990;21:00;Group F;Della Favorita;Palermo ;Italy;Republic of Ireland;1;Netherlands;1;4751
1990;21/06/1990;21:00;Group F;Sant Elia;Cagliari ;Italy;England;1;Egypt;0;46813
1990;23/06/1990;17:00;Round of 16;San Paolo;Naples ;Italy;Cameroon;2;Colombia;1;46426
1990;23/06/1990;21:00;Round of 16;Stadio San Nicola;Bari ;Italy;Czechoslovakia;4;Costa Rica;1;23519
1990;24/06/1990;17:00;Round of 16;Stadio delle Alpi;Turin ;Italy;Brazil;0;Argentina;1;9650
1990;24/06/1990;21:00;Round of 16;Giuseppe Meazza;Milan ;Italy;Germany FR;2;Netherlands;1;4568
1990;25/06/1990;17:00;Round of 16;Luigi Ferraris;Genoa ;Italy;Republic of Ireland;0;Romania;0;39302
1990;25/06/1990;21:00;Round of 16;Stadio Olimpico;Rome ;Italy;Italy;2;Uruguay;0;45299
1990;26/06/1990;17:00;Round of 16;Marc Antonio Bentegodi;Verona ;Italy;Spain;1;Yugoslavia;2;23034
1990;26/06/1990;21:00;Round of 16;Renato Dall Ara;Bologna ;Italy;England;1;Belgium;0;12504
1990;30/06/1990;17:00;Quarter-finals;Comunale;Florence ;Italy;Yugoslavia;0;Argentina;0;18147
1990;30/06/1990;21:00;Quarter-finals;Stadio Olimpico;Rome ;Italy;Italy;1;Republic of Ireland;0;15769
1990;1/07/1990;17:00;Quarter-finals;Giuseppe Meazza;Milan ;Italy;Germany FR;1;Czechoslovakia;0;5387
1990;1/07/1990;21:00;Quarter-finals;San Paolo;Naples ;Italy;England;3;Cameroon;2;24611
1990;3/07/1990;20:00;Semi-finals;San Paolo;Naples ;Italy;Italy;1;Argentina;1;16947
1990;4/07/1990;20:00;Semi-finals;Stadio delle Alpi;Turin ;Italy;Germany FR;1;England;1;38054
1990;7/07/1990;20:00;Match for third place;Stadio San Nicola;Bari ;Italy;Italy;2;England;1;47266
1990;8/07/1990;20:00;Final;Stadio Olimpico;Rome ;Italy;Germany FR;1;Argentina;0;15192
1994;17/06/1994;19:30;Group C;Cotton Bowl;Dallas ;USA;Spain;2;Korea Republic;2;35287
1994;17/06/1994;15:00;Group C;Soldier Field;Chicago ;USA;Germany;1;Bolivia;0;16839
1994;18/06/1994;11:30;Group A;Pontiac Silverdome;Detroit ;USA;USA;1;Switzerland;1;41845
1994;18/06/1994;16:00;Group E;Giants Stadium;New York/New Jersey ;USA;Italy;0;Republic of Ireland;1;44177
1994;18/06/1994;19:30;Group A;Rose Bowl;Los Angeles ;USA;Colombia;1;Romania;3;24644
1994;19/06/1994;12:30;Group F;Citrus Bowl;Orlando ;USA;Belgium;1;Morocco;0;17516
1994;19/06/1994;16:00;Group E;RFK Stadium;Washington Dc ;USA;Norway;1;Mexico;0;11505
1994;19/06/1994;19:30;Group B;Rose Bowl;Los Angeles ;USA;Cameroon;2;Sweden;2;7228
1994;20/06/1994;19:30;Group F;RFK Stadium;Washington Dc ;USA;Netherlands;2;Saudi Arabia;1;29256
1994;20/06/1994;16:00;Group B;Stanford Stadium;San Francisco ;USA;Brazil;2;Russia;0;49860
1994;21/06/1994;12:30;Group D;Foxboro Stadium;Boston ;USA;Argentina;4;Greece;0;46215
1994;21/06/1994;19:30;Group D;Cotton Bowl;Dallas ;USA;Nigeria;3;Bulgaria;0;18940
1994;21/06/1994;16:00;Group C;Soldier Field;Chicago ;USA;Germany;1;Spain;1;1696
1994;22/06/1994;16:00;Group A;Pontiac Silverdome;Detroit ;USA;Romania;1;Switzerland;4;10646
1994;22/06/1994;19:30;Group A;Rose Bowl;Los Angeles ;USA;USA;2;Colombia;1;33183
1994;23/06/1994;16:00;Group E;Giants Stadium;New York/New Jersey ;USA;Italy;1;Norway;0;5530
1994;23/06/1994;19:30;Group C;Foxboro Stadium;Boston ;USA;Korea Republic;0;Bolivia;0;16320
1994;24/06/1994;12:30;Group E;Citrus Bowl;Orlando ;USA;Mexico;2;Republic of Ireland;1;20110
1994;24/06/1994;19:30;Group B;Pontiac Silverdome;Detroit ;USA;Sweden;3;Russia;1;46255
1994;24/06/1994;16:00;Group B;Stanford Stadium;San Francisco ;USA;Brazil;3;Cameroon;0;45304
1994;25/06/1994;12:30;Group F;Citrus Bowl;Orlando ;USA;Belgium;1;Netherlands;0;17193
1994;25/06/1994;12:30;Group F;Giants Stadium;New York/New Jersey ;USA;Saudi Arabia;2;Morocco;1;25054
1994;25/06/1994;16:00;Group D;Foxboro Stadium;Boston ;USA;Argentina;2;Nigeria;1;41249
1994;26/06/1994;12:30;Group D;Soldier Field;Chicago ;USA;Bulgaria;4;Greece;0;3691
1994;26/06/1994;16:00;Group A;Rose Bowl;Los Angeles ;USA;USA;0;Romania;1;40533
1994;26/06/1994;16:00;Group A;Stanford Stadium;San Francisco ;USA;Switzerland;0;Colombia;2;34326
1994;27/06/1994;16:00;Group C;Cotton Bowl;Dallas ;USA;Germany;3;Korea Republic;2;38237
1994;27/06/1994;16:00;Group C;Soldier Field;Chicago ;USA;Bolivia;1;Spain;3;6132
1994;28/06/1994;12:30;Group E;Giants Stadium;New York/New Jersey ;USA;Republic of Ireland;0;Norway;0;33781
1994;28/06/1994;16:00;Group B;Pontiac Silverdome;Detroit ;USA;Brazil;1;Sweden;1;25251
1994;28/06/1994;12:30;Group E;RFK Stadium;Washington Dc ;USA;Italy;1;Mexico;1;42229
1994;28/06/1994;16:00;Group B;Stanford Stadium;San Francisco ;USA;Russia;6;Cameroon;1;46501
1994;29/06/1994;12:30;Group F;Citrus Bowl;Orlando ;USA;Morocco;1;Netherlands;2;24075
1994;29/06/1994;12:30;Group F;RFK Stadium;Washington Dc ;USA;Belgium;0;Saudi Arabia;1;17372
1994;30/06/1994;19:30;Group D;Foxboro Stadium;Boston ;USA;Greece;0;Nigeria;2;23692
1994;30/06/1994;19:30;Group D;Cotton Bowl;Dallas ;USA;Argentina;0;Bulgaria;2;49527
1994;2/07/1994;12:00;Round of 16;Soldier Field;Chicago ;USA;Germany;3;Belgium;2;16198
1994;2/07/1994;16:30;Round of 16;RFK Stadium;Washington Dc ;USA;Spain;3;Switzerland;0;26813
1994;3/07/1994;12:00;Round of 16;Cotton Bowl;Dallas ;USA;Saudi Arabia;1;Sweden;3;46338
1994;3/07/1994;13:30;Round of 16;Rose Bowl;Los Angeles ;USA;Romania;3;Argentina;2;48065
1994;4/07/1994;12:00;Round of 16;Citrus Bowl;Orlando ;USA;Netherlands;2;Republic of Ireland;0;42700
1994;4/07/1994;12:30;Round of 16;Stanford Stadium;San Francisco ;USA;Brazil;1;USA;0;45804
1994;5/07/1994;13:00;Round of 16;Foxboro Stadium;Boston ;USA;Nigeria;1;Italy;2;48936
1994;5/07/1994;16:30;Round of 16;Giants Stadium;New York/New Jersey ;USA;Mexico;1;Bulgaria;1;37045
1994;9/07/1994;12:00;Quarter-finals;Foxboro Stadium;Boston ;USA;Italy;2;Spain;1;4333
1994;9/07/1994;14:30;Quarter-finals;Cotton Bowl;Dallas ;USA;Netherlands;2;Brazil;3;15646
1994;10/07/1994;12:00;Quarter-finals;Giants Stadium;New York/New Jersey ;USA;Bulgaria;2;Germany;1;42158
1994;10/07/1994;12:30;Quarter-finals;Stanford Stadium;San Francisco ;USA;Romania;2;Sweden;2;10870
1994;13/07/1994;16:00;Semi-finals;Giants Stadium;New York/New Jersey ;USA;Bulgaria;1;Italy;2;43885
1994;13/07/1994;16:30;Semi-finals;Rose Bowl;Los Angeles ;USA;Sweden;0;Brazil;1;40602
1994;16/07/1994;12:30;Match for third place;Rose Bowl;Los Angeles ;USA;Sweden;4;Bulgaria;0;14227
1994;17/07/1994;12:30;Final;Rose Bowl;Los Angeles ;USA;Brazil;0;Italy;0;12366
1998;10/06/1998;17:30;Group A;Stade de France;Saint-Denis ;France;Brazil;2;Scotland;1;1501
1998;10/06/1998;21:00;Group A;La Mosson;Montpellier ;France;Morocco;2;Norway;2;41467
1998;11/06/1998;17:30;Group B;Stade du Parc Lescure;Bordeaux ;France;Italy;2;Chile;2;25061
1998;11/06/1998;21:00;Group B;Stade Municipal;Toulouse ;France;Cameroon;1;Austria;1;34570
1998;12/06/1998;14:30;Group D;La Mosson;Montpellier ;France;Paraguay;0;Bulgaria;0;42773
1998;12/06/1998;17:30;Group C;Stade Felix Bollaert;Lens ;France;Saudi Arabia;0;Denmark;1;29940
1998;12/06/1998;21:00;Group C;Stade Vélodrome;Marseilles ;France;France;3;South Africa;0;41004
1998;13/06/1998;14:30;Group D;La Beaujoire;Nantes ;France;Spain;2;Nigeria;3;30027
1998;13/06/1998;17:30;Group E;Stade de Gerland;Lyon ;France;Korea Republic;1;Mexico;3;30693
1998;13/06/1998;21:00;Group E;Stade de France;Saint-Denis ;France;Netherlands;0;Belgium;0;39903
1998;14/06/1998;14:30;Group H;Stade Municipal;Toulouse ;France;Argentina;1;Japan;0;22097
1998;14/06/1998;17:30;Group F;Stade Geoffroy Guichard;Saint-Etienne ;France;Yugoslavia;1;Iran;0;26270
1998;14/06/1998;21:00;Group H;Stade Felix Bollaert;Lens ;France;Jamaica;1;Croatia;3;5063
1998;15/06/1998;14:30;Group G;Stade Vélodrome;Marseilles ;France;England;2;Tunisia;0;5491
1998;15/06/1998;17:30;Group G;Stade de Gerland;Lyon ;France;Romania;1;Colombia;0;41025
1998;15/06/1998;21:00;Group F;Parc des Princes;Paris ;France;Germany;2;USA;0;31852
1998;16/06/1998;17:30;Group A;Stade du Parc Lescure;Bordeaux ;France;Scotland;1;Norway;1;30869
1998;16/06/1998;21:00;Group A;La Beaujoire;Nantes ;France;Brazil;3;Morocco;0;28431
1998;17/06/1998;17:30;Group B;Stade Geoffroy Guichard;Saint-Etienne ;France;Chile;1;Austria;1;47454
1998;17/06/1998;21:00;Group B;La Mosson;Montpellier ;France;Italy;3;Cameroon;0;47148
1998;18/06/1998;17:30;Group C;Stade Municipal;Toulouse ;France;South Africa;1;Denmark;1;25470
1998;18/06/1998;21:00;Group C;Stade de France;Saint-Denis ;France;France;4;Saudi Arabia;0;17103
1998;19/06/1998;17:30;Group D;Parc des Princes;Paris ;France;Nigeria;1;Bulgaria;0;12846
1998;19/06/1998;21:00;Group D;Stade Geoffroy Guichard;Saint-Etienne ;France;Spain;0;Paraguay;0;36537
1998;20/06/1998;14:30;Group H;La Beaujoire;Nantes ;France;Japan;0;Croatia;1;44697
1998;20/06/1998;17:30;Group E;Stade du Parc Lescure;Bordeaux ;France;Belgium;2;Mexico;2;22831
1998;20/06/1998;21:00;Group E;Stade Vélodrome;Marseilles ;France;Netherlands;5;Korea Republic;0;5008
1998;21/06/1998;14:30;Group F;Stade Felix Bollaert;Lens ;France;Germany;2;Yugoslavia;2;16325
1998;21/06/1998;17:30;Group H;Parc des Princes;Paris ;France;Argentina;5;Jamaica;0;14872
1998;21/06/1998;21:00;Group F;Stade de Gerland;Lyon ;France;USA;1;Iran;2;22259
1998;22/06/1998;17:30;Group G;La Mosson;Montpellier ;France;Colombia;1;Tunisia;0;12582
1998;22/06/1998;21:00;Group G;Stade Municipal;Toulouse ;France;Romania;2;England;1;4166
1998;23/06/1998;16:00;Group B;Stade de France;Saint-Denis ;France;Italy;2;Austria;1;21550
1998;23/06/1998;16:00;Group B;La Beaujoire;Nantes ;France;Chile;1;Cameroon;1;45540
1998;23/06/1998;21:00;Group A;Stade Geoffroy Guichard;Saint-Etienne ;France;Scotland;0;Morocco;3;23965
1998;23/06/1998;21:00;Group A;Stade Vélodrome;Marseilles ;France;Brazil;1;Norway;2;39772
1998;24/06/1998;16:00;Group C;Stade de Gerland;Lyon ;France;France;2;Denmark;1;23263
1998;24/06/1998;16:00;Group C;Stade du Parc Lescure;Bordeaux ;France;South Africa;2;Saudi Arabia;2;38315
1998;24/06/1998;21:00;Group D;Stade Felix Bollaert;Lens ;France;Spain;6;Bulgaria;1;13308
1998;24/06/1998;21:00;Group D;Stade Municipal;Toulouse ;France;Nigeria;1;Paraguay;3;14905
1998;25/06/1998;16:00;Group E;Parc des Princes;Paris ;France;Belgium;1;Korea Republic;1;23450
1998;25/06/1998;16:00;Group E;Stade Geoffroy Guichard;Saint-Etienne ;France;Netherlands;2;Mexico;2;30201
1998;25/06/1998;21:00;Group F;La Mosson;Montpellier ;France;Germany;2;Iran;0;9136
1998;25/06/1998;21:00;Group F;La Beaujoire;Nantes ;France;USA;0;Yugoslavia;1;24992
1998;26/06/1998;16:00;Group H;Stade de Gerland;Lyon ;France;Japan;1;Jamaica;2;13045
1998;26/06/1998;16:00;Group H;Stade du Parc Lescure;Bordeaux ;France;Argentina;1;Croatia;0;6323
1998;26/06/1998;21:00;Group G;Stade de France;Saint-Denis ;France;Romania;1;Tunisia;1;48706
1998;26/06/1998;21:00;Group G;Stade Felix Bollaert;Lens ;France;Colombia;0;England;2;24212
1998;27/06/1998;16:30;Round of 16;Stade Vélodrome;Marseilles ;France;Italy;1;Norway;0;47580
1998;27/06/1998;21:00;Round of 16;Parc des Princes;Paris ;France;Brazil;4;Chile;1;22246
1998;28/06/1998;16:30;Round of 16;Stade Felix Bollaert;Lens ;France;France;1;Paraguay;0;18865
1998;28/06/1998;21:00;Round of 16;Stade de France;Saint-Denis ;France;Nigeria;1;Denmark;4;39085
1998;29/06/1998;16:30;Round of 16;La Mosson;Montpellier ;France;Germany;2;Mexico;1;27793
1998;29/06/1998;21:00;Round of 16;Stade Municipal;Toulouse ;France;Netherlands;2;Yugoslavia;1;5924
1998;30/06/1998;16:30;Round of 16;Stade du Parc Lescure;Bordeaux ;France;Romania;0;Croatia;1;25552
1998;30/06/1998;21:00;Round of 16;Stade Geoffroy Guichard;Saint-Etienne ;France;Argentina;2;England;2;37797
1998;3/07/1998;16:30;Quarter-finals;Stade de France;Saint-Denis ;France;Italy;0;France;0;24000
1998;3/07/1998;21:00;Quarter-finals;La Beaujoire;Nantes ;France;Brazil;3;Denmark;2;34759
1998;4/07/1998;16:30;Quarter-finals;Stade Vélodrome;Marseilles ;France;Netherlands;2;Argentina;1;23350
1998;4/07/1998;21:00;Quarter-finals;Stade de Gerland;Lyon ;France;Germany;0;Croatia;3;12157
1998;7/07/1998;21:00;Semi-finals;Stade Vélodrome;Marseilles ;France;Brazil;1;Netherlands;1;43395
1998;8/07/1998;21:00;Semi-finals;Stade de France;Saint-Denis ;France;France;2;Croatia;1;25388
1998;11/07/1998;21:00;Match for third place;Parc des Princes;Paris ;France;Netherlands;1;Croatia;2;17957
1998;12/07/1998;21:00;Final;Stade de France;Saint-Denis ;France;Brazil;0;France;3;30350
2002;31/05/2002;20:30;Group A;Seoul World Cup Stadium;Seoul ;Korea/Japan;France;0;Senegal;1;33333
2002;1/06/2002;18:00;Group A;Munsu Football Stadium;Ulsan ;Korea/Japan;Uruguay;1;Denmark;2;49831
2002;1/06/2002;15:30;Group E;Niigata Stadium Big Swan;Niigata ;Korea/Japan;Republic of Ireland;1;Cameroon;1;21966
2002;1/06/2002;20:30;Group E;Sapporo Dome;Sapporo ;Korea/Japan;Germany;8;Saudi Arabia;0;25206
2002;2/06/2002;14:30;Group F;Kashima Stadium;Ibaraki ;Korea/Japan;Argentina;1;Nigeria;0;39651
2002;2/06/2002;16:30;Group B;Busan Asiad Main Stadium;Busan ;Korea/Japan;Paraguay;2;South Africa;2;2042
2002;2/06/2002;18:30;Group F;Saitama Stadium 2002;Saitama ;Korea/Japan;England;1;Sweden;1;5761
2002;2/06/2002;20:30;Group B;Gwangju World Cup Stadium;Gwangju ;Korea/Japan;Spain;3;Slovenia;1;39299
2002;3/06/2002;18:00;Group C;Munsu Football Stadium;Ulsan ;Korea/Japan;Brazil;2;Turkey;1;15276
2002;3/06/2002;20:30;Group G;Sapporo Dome;Sapporo ;Korea/Japan;Italy;2;Ecuador;0;47565
2002;3/06/2002;15:30;Group G;Niigata Stadium Big Swan;Niigata ;Korea/Japan;Croatia;0;Mexico;1;25968
2002;4/06/2002;15:30;Group C;Gwangju World Cup Stadium;Gwangju ;Korea/Japan;China PR;0;Costa Rica;2;45346
2002;4/06/2002;18:00;Group H;Saitama Stadium 2002;Saitama ;Korea/Japan;Japan;2;Belgium;2;10748
2002;4/06/2002;20:30;Group D;Busan Asiad Main Stadium;Busan ;Korea/Japan;Korea Republic;2;Poland;0;11670
2002;5/06/2002;15:30;Group H;Kobe Wing Stadium;Kobe ;Korea/Japan;Russia;2;Tunisia;0;6709
2002;5/06/2002;18:00;Group D;Suwon World Cup Stadium;Suwon ;Korea/Japan;USA;3;Portugal;2;20400
2002;5/06/2002;20:30;Group E;Kashima Stadium;Ibaraki ;Korea/Japan;Germany;1;Republic of Ireland;1;3984
2002;6/06/2002;15:30;Group A;Daegu World Cup Stadium;Daegu ;Korea/Japan;Denmark;1;Senegal;1;21616
2002;6/06/2002;18:00;Group E;Saitama Stadium 2002;Saitama ;Korea/Japan;Cameroon;1;Saudi Arabia;0;33245
2002;6/06/2002;20:30;Group A;Busan Asiad Main Stadium;Busan ;Korea/Japan;France;0;Uruguay;0;7787
2002;7/06/2002;15:30;Group F;Kobe Wing Stadium;Kobe ;Korea/Japan;Sweden;2;Nigeria;1;35932
2002;7/06/2002;20:30;Group F;Sapporo Dome;Sapporo ;Korea/Japan;Argentina;0;England;1;16215
2002;7/06/2002;18:00;Group B;Jeonju World Cup Stadium;Jeonju ;Korea/Japan;Spain;3;Paraguay;1;22758
2002;8/06/2002;15:30;Group B;Daegu World Cup Stadium;Daegu ;Korea/Japan;South Africa;1;Slovenia;0;9345
2002;8/06/2002;20:30;Group C;Jeju World Cup Stadium;Jeju ;Korea/Japan;Brazil;4;China PR;0;4080
2002;8/06/2002;18:00;Group G;Kashima Stadium;Ibaraki ;Korea/Japan;Italy;1;Croatia;2;14174
2002;9/06/2002;18:00;Group C;Incheon Football Stadium;Incheon ;Korea/Japan;Costa Rica;1;Turkey;1;4705
2002;9/06/2002;20:30;Group H;International Stadium Yokohama;Yokohama ;Korea/Japan;Japan;1;Russia;0;26411
2002;9/06/2002;15:30;Group G;Miyagi Stadium;Rifu ;Korea/Japan;Mexico;2;Ecuador;1;20419
2002;10/06/2002;15:30;Group D;Daegu World Cup Stadium;Daegu ;Korea/Japan;Korea Republic;1;USA;1;12602
2002;10/06/2002;20:30;Group D;Jeonju World Cup Stadium;Jeonju ;Korea/Japan;Portugal;4;Poland;0;37217
2002;10/06/2002;18:00;Group H;Oita Stadium Big Eye;Oita ;Korea/Japan;Tunisia;1;Belgium;1;15214
2002;11/06/2002;15:30;Group A;Incheon Football Stadium;Incheon ;Korea/Japan;Denmark;2;France;0;14692
2002;11/06/2002;15:30;Group A;Suwon World Cup Stadium;Suwon ;Korea/Japan;Senegal;3;Uruguay;3;48253
2002;11/06/2002;20:30;Group E;International Stadium Yokohama;Yokohama ;Korea/Japan;Saudi Arabia;0;Republic of Ireland;3;29794
2002;11/06/2002;20:30;Group E;Shizuoka Stadium Ecopa;Shizuoka ;Korea/Japan;Cameroon;0;Germany;2;37237
2002;12/06/2002;15:30;Group F;Miyagi Stadium;Rifu ;Korea/Japan;Sweden;1;Argentina;1;21148
2002;12/06/2002;15:30;Group F;Osaka Nagai Stadium;Osaka ;Korea/Japan;Nigeria;0;England;0;25741
2002;12/06/2002;20:30;Group B;Jeju World Cup Stadium;Jeju ;Korea/Japan;Slovenia;1;Paraguay;3;37245
2002;12/06/2002;20:30;Group B;Daejeon World Cup Stadium;Daejeon ;Korea/Japan;South Africa;2;Spain;3;20089
2002;13/06/2002;15:30;Group C;Suwon World Cup Stadium;Suwon ;Korea/Japan;Costa Rica;2;Brazil;5;48938
2002;13/06/2002;15:30;Group C;Seoul World Cup Stadium;Seoul ;Korea/Japan;Turkey;3;China PR;0;9576
2002;13/06/2002;20:30;Group G;International Stadium Yokohama;Yokohama ;Korea/Japan;Ecuador;1;Croatia;0;7061
2002;13/06/2002;20:30;Group G;Oita Stadium Big Eye;Oita ;Korea/Japan;Mexico;1;Italy;1;47733
2002;14/06/2002;15:30;Group H;Osaka Nagai Stadium;Osaka ;Korea/Japan;Tunisia;0;Japan;2;14761
2002;14/06/2002;20:30;Group D;Incheon Football Stadium;Incheon ;Korea/Japan;Portugal;0;Korea Republic;1;14512
2002;14/06/2002;20:30;Group D;Daejeon World Cup Stadium;Daejeon ;Korea/Japan;Poland;3;USA;1;33923
2002;14/06/2002;15:30;Group H;Shizuoka Stadium Ecopa;Shizuoka ;Korea/Japan;Belgium;3;Russia;2;10040
2002;15/06/2002;20:30;Round of 16;Niigata Stadium Big Swan;Niigata ;Korea/Japan;Denmark;0;England;3;8843
2002;15/06/2002;15:30;Round of 16;Jeju World Cup Stadium;Jeju ;Korea/Japan;Germany;1;Paraguay;0;36814
2002;16/06/2002;20:30;Round of 16;Suwon World Cup Stadium;Suwon ;Korea/Japan;Spain;1;Republic of Ireland;1;19156
2002;16/06/2002;15:30;Round of 16;Oita Stadium Big Eye;Oita ;Korea/Japan;Sweden;1;Senegal;2;6598
2002;17/06/2002;20:30;Round of 16;Kobe Wing Stadium;Kobe ;Korea/Japan;Brazil;2;Belgium;0;39583
2002;17/06/2002;15:30;Round of 16;Jeonju World Cup Stadium;Jeonju ;Korea/Japan;Mexico;0;USA;2;3111
2002;18/06/2002;15:30;Round of 16;Miyagi Stadium;Rifu ;Korea/Japan;Japan;0;Turkey;1;11603
2002;18/06/2002;20:30;Round of 16;Daejeon World Cup Stadium;Daejeon ;Korea/Japan;Korea Republic;2;Italy;1;26045
2002;21/06/2002;15:30;Quarter-finals;Shizuoka Stadium Ecopa;Shizuoka ;Korea/Japan;England;1;Brazil;2;12886
2002;21/06/2002;20:30;Quarter-finals;Munsu Football Stadium;Ulsan ;Korea/Japan;Germany;1;USA;0;24105
2002;22/06/2002;20:30;Quarter-finals;Osaka Nagai Stadium;Osaka ;Korea/Japan;Senegal;0;Turkey;1;6536
2002;22/06/2002;15:30;Quarter-finals;Gwangju World Cup Stadium;Gwangju ;Korea/Japan;Spain;0;Korea Republic;0;17922
2002;25/06/2002;20:30;Semi-finals;Seoul World Cup Stadium;Seoul ;Korea/Japan;Germany;1;Korea Republic;0;25614
2002;26/06/2002;20:30;Semi-finals;Saitama Stadium 2002;Saitama ;Korea/Japan;Brazil;1;Turkey;0;49987
2002;29/06/2002;20:00;Third place;Daegu World Cup Stadium;Daegu ;Korea/Japan;Korea Republic;2;Turkey;3;23119
2002;30/06/2002;20:00;Final;International Stadium Yokohama;Yokohama ;Korea/Japan;Germany;0;Brazil;2;38767
2006;9/06/2006;18:00;Group A;FIFA World Cup Stadium, Munich;Munich ;Germany;Germany;4;Costa Rica;2;37246
2006;9/06/2006;21:00;Group A;FIFA World Cup Stadium, Gelsenkirchen;Gelsenkirchen ;Germany;Poland;0;Ecuador;2;38095
2006;10/06/2006;15:00;Group B;FIFA World Cup Stadium, Frankfurt;Frankfurt/Main ;Germany;England;1;Paraguay;0;36155
2006;10/06/2006;18:00;Group B;FIFA World Cup Stadium, Dortmund;Dortmund ;Germany;Trinidad and Tobago;0;Sweden;0;5079
2006;10/06/2006;21:00;Group C;FIFA World Cup Stadium, Hamburg;Hamburg ;Germany;Argentina;2;Cote d'Ivoire;1;36131
2006;11/06/2006;15:00;Group C;Zentralstadion;Leipzig ;Germany;Serbia and Montenegro;0;Netherlands;1;11445
2006;11/06/2006;18:00;Group D;Franken-Stadion;Nuremberg ;Germany;Mexico;3;Iran;1;14059
